,Title,Summary,Contributors,Date,Section,Url,Source
3,,"HSBC’s chief executive, Noel Quinn, is seen by many as ending his five-year tenure on a high note. The 62-year-old stunned the banking world this week by saying he planned to retire after an “intense” five years in the role to get a better work-life balance. Quinn has slimmed down a sprawling global bank, paid out $19bn (£15bn) to shareholders last year and successfully staved off calls to break up the lender.
But Quinn’s fans were clearly not in attendance at HSBC’s annual meeting in London on Friday, where angry pensioners heckled bosses for clawing back their retirement payments and campaigners pushed bosses on climate commitments. On the sidelines, shareholders such as Geoff Gaskin said that Quinn had “done well as far as the dividend is concerned”, while another conceded that HSBC “couldn’t make money by acting on principles alone”. Their hopes for Quinn’s successor? Perhaps a more dynamic leader to take his place. “He’s no Jamie Dimon,” another shareholder of 20 years, John Threlfall, said of Birmingham-born Quinn.
But HSBC is no JP Morgan. And if there is one thing that bankers and investors can agree on, it is that helming a bank such as HSBC is not for the faint of heart. Headquartered in London, but making the bulk of its profits in China, the 159-year-old bank has always had to tread a fine political line between east and west. That tightrope walk will get exponentially harder if Donald Trump returns to the White House and imposes new sanctions on China. It will need to be someone who possesses “a really, deep emotional intelligence … someone who understands the reality of managing geopolitical risks, while still coming back to its core: someone who understands how a bank works,” one former adviser to HSBC bosses said. They will also have to be a seasoned crisis manager such as Quinn, who launched his career at the UK’s Midland Bank, before its takeover by HSBC in 1992. “Starting off your career at a tough time means that when you get into a cycle of complexity in business … those formative experiences help you have discipline and an understanding of how things work,” they said. It helped Quinn win over a tough chairman, his board, as well as the respect of staff. Having worked as a commercial banker, colleagues say he truly understood relationship banking and cross-border finance, key functions for a bank such as HSBC.
In August 2019, after more than three decades at the bank, the father of three was thrown into the chief executive role, initially on an interim basis, after the surprise departure of John Flint. His predecessor resigned just 18 months into the job amid tense disagreements with chairman Mark Tucker. It put Quinn in a challenging position: parachuted in to lead one of the world’s largest lenders under a chairman whose tough and domineering reputation preceded him, while knowing he was not Tucker’s first choice for the permanent job. One banker, for example, recounts a story of colleagues entering a meeting room to find Tucker – a former trainee professional footballer – holding someone in what appeared to be a friendly headlock. Chief financial officer Ewan Stevenson also quit in 2022, when it was made clear that Tucker did not see him taking the top job anytime soon.
Tucker was at pains to state that Quinn’s exit is amicable, saying the “only point of difference” between them was their respective football club allegiances. But a source said Quinn’s departure was at odds with his recent message to staff that he would stay for a few more years, and pointed to boardroom tension around HSBC’s results in February, when profits and shares plunged on a $3bn write down in China. Tucker was the first outsider to chair HSBC, having previously led Asia-focused insurer Prudential in the late 2000s. Some suggest the gruff approach was Tucker’s way of getting a handle on a bank that for years picked its leaders internally, with entrenched internal hierarchies and bureaucracies. Tucker quickly got his way, persuading Quinn into an ambitious cost-cutting agenda involving about 35,000 job losses – something that Flint is rumoured to have opposed. Meanwhile, Quinn was forced to navigate growing geopolitical tension, just as Beijing started to tighten its grip on Hong Kong. Matters escalated when HSBC bosses controversially accepted China’s authoritarian crackdown on democracy in Hong Kong in 2020. Quinn was soon expertly dodging questions from US and British politicians over HSBC’s willingness to work with an increasingly authoritarian Beijing. Critics say Quinn was “diplomatic to the point of being ineffectual, trying to please everyone while pleasing nobody,” said Andrew Harper, chief responsibility officer of HSBC investor Epworth Investment, which holds £7.7m in shares. By then, the Covid pandemic was in full swing, stifling dealmaking and pushing interest rates to record lows. UK regulators forced HSBC to cancel dividends, infuriating Asian investors. It prompted calls from HSBC’s top investor Ping An to break up the business and spin off its more profitable Asian operations to boost returns to shareholders. HSBC resisted, but Quinn got to work: accelerating a pivot towards Asia while selling off less profitable retail operations in western countries such as France and the US. Quinn and Tucker eventually won the war with Ping An, but split opinion along the way. One senior banker, who has worked closely with HSBC bosses, said pulling bank capital out of western democracies and into China was one “obvious misstep”. “It’s not just the Hong Kong crackdown. It’s the way [Chinese president] Xi [JinPing] is becoming increasingly authoritarian in terms of the domestic economy in China, and continues to demonstrate that if you put capital in China, it’s not really yours.” Meanwhile, Quinn’s sold the US and French retail bank before interest rates spiked. He “got the least possible value, and sold at the absolute bottom. This is why the share price is below where it was when Tucker took over as chair seven years ago,” they said. HSBC shares were trading around 706p on Friday, down from 737p when Tucker joined in October 2017. “It’ll be fascinating to see who they get next. It’s one of the most consequential jobs, and definitely not the easiest,” one former adviser said. But with Tucker’s time running out as chair, he will want someone willing to take directions, but also step up when he departs. The finance chief, Georges Elhedery, and Nuno Matos, the head of the wealth management operation, are viewed as leading contenders. Former HSBC executives, including Lloyds Banking Group boss Charlie Nunn and BlackRock vice-chairman Mark McCombe, have also been named as potential runners. “He’ll want someone who’s willing to be the ‘number two’ executive in the institution,” a senior banker said. “I suspect he’ll also be yearning for a star banker, but I’m not sure you’re going to get the combination of the two.”",,2024-05-03 17:14:48+00:00,Business,https://www.theguardian.com/business/article/2024/may/03/geopolitical-tensions-and-covid-crisis-noel-quinns-five-years-at-hsbcs-helm,The Guardian
4,,"The global mining industry is braced for a multi-billion pound bidding war for Anglo American amid growing speculation that mining companies are preparing rival bids. The Australian miner BHP is understood to have sent senior executives to Anglo’s base in South Africa to meet key company stakeholders after an initial offer of £31bn was rebuffed by Anglo’s board last week. A revised bid from BHP is expected to face competition from Swiss mining company Glencore, which is understood to be considering its own approach. Meanwhile, the British-Australian miner Rio Tinto has also been linked to the multi-billion pound tug-of-war over Anglo’s vast reserves of copper, a key building block of low-carbon technologies including solar farms and electric vehicles. The market speculation prompted a 3% jump in Anglo’s share price on Friday, making it the top riser on the FTSE 100 and helping to drive the index to an all-time high of 8,215 points. Anglo’s share price rise gives the miner a market valuation of about £37bn, well above the proposed takeover price offered by the Australian miner BHP, which was rejected by Anglo’s board last week as an “opportunistic” and “unattractive” offer.
Industry analysts at Jefferies said this week that they expected BHP to return to the bargaining table with a “sweetened offer” but added that they “would be surprised if other bidders didn’t emerge”. One industry source said: “Glencore is definitely looking at an Anglo bid. There is no doubt that banks are already advising on what structure and price might make sense for them. I really can’t see them not doing anything.” A spokesperson for Glencore said the company did not comment on “market rumour or speculation”. The source added that Anglo was also likely to attract interest from Rio Tinto, which could set the stage for a three-way bidding war for the 107-year-old company. “This has a long way to run,” the source said. “It will take some time.” The Rio chair Dominic Barton remained tight-lipped on whether the company was considering making a play for Anglo when questioned during the company’s annual general meeting in Brisbane on Thursday. “Our policy is that we don’t speculate or comment on M&A activity. So that would be my comment,” Barton said. The Anglo chair, Stuart Chambers, was also constrained from commenting directly on the takeover speculation at the company’s annual shareholder meeting on Tuesday. But he signalled that the board expected further offers for the company. “It’s the shareholders who will decide whether they believe the offer should be accepted or not,” he told the AGM in London. “The board doesn’t buy or sell the company – the shareholders decide.”. Chambers said he would be meeting with Anglo’s largest shareholders “and listening very carefully” to “hear what they feel” about the future of the company. Glencore and Rio could prove to be a better fit for Anglo than BHP, which made clear in its approach that the takeover would require Anglo to spin off some of its South African businesses, including the Kumba iron ore mine and Anglo’s platinum business, Amplats. The BHP approach received a frosty reception in South Africa, which is Anglo’s largest shareholder through its Public Investment Corporation and home to many of its mines. Christopher LaFemina, an analyst at Jefferies, said last week: “Unlike BHP, Glencore could benefit from keeping Kumba and marketing iron ore, and Glencore may face less political pushback in South Africa, especially if it were to propose a straightforward all-share deal that does not include Kumba and Amplats demergers.” Rio was approached for comment. Anglo declined to comment.",,2024-05-03 11:43:17+00:00,Business,https://www.theguardian.com/business/article/2024/may/03/glencore-may-trigger-bidding-war-for-mining-rival-anglo-american,The Guardian
5,Closing post,"Time to recap… Hiring in the US slowed in April with the workforce adding another 175,000 jobs and wage growth slowing. The news cheered investors hoping that a cooling labor market will prompt the Federal Reserve to cut interest rates – which have been driven to a 20-year high as the US fights stubbornly high inflation. All the major US markets rose in early trading. Last month, the labor department reported the US added a revised 315,000 jobs in March, far higher than the 192,000 jobs economists had forecast. April’s figure was lower than forecast and the unemployment rate ticked up from 3.8% to 3.9% over the month but the figures underlined the continuing strength of the jobs market. It was the 40th straight month of job gains in the US and the 27th consecutive month with the unemployment rate below 4% – the longest such streak since 1953. But the slowdown in job creation is fuelling expectations that US interest rates could be cut sooner than expected, with a September cut looking more likely. Here’s the full story:
With stock markets rallying across Europe and in the US, the UK’s FTSE 100 share index is on track for a new closing high tonight. With less than an hour’s trading to go, the Footsie is up 41 poinst at 8212, having surged over 8,200 points for the first time today. Here’s the rest of today’s stories so far:",,2024-05-03 14:32:28+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
6,,,,2024-05-03 14:44:57+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
7,Midland Clawback Campaign,"Back in London, HSBC shareholders have rejected the resolution to scrap the pension clawback which has cost its retired workers thousands of pounds per year. As we covered earlier, the Midland Clawback Campaign argues that HSBC is acting unfairly by cutting their company pension on the grounds that they also receive the state pension. Resolution 17 said: This Special Resolution seeks shareholders to instruct the board to align pension inequality with their commitment to reduce the gender pay gap, by removing the impact of State Deduction from the members of the post 1974 Midland Section of the HSBC Bank (UK) Pension Scheme. HSBC had advised investors to vote against this resolution, and they heeded this advice, with just 4% of votes cast in favour.
A motion to allow HSBC to remove its cap on bankers bonuses was passed with 99% support…",,2024-05-03 11:31:50+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
8,Fed’s Bowman says inflation to remain elevated for ‘some time’,"Federal Reserve Governor Michelle Bowman has slightly dampened the mood in the markets, by predicting that US inflation will likely remain elevated for “some time”. In remarks prepared for the Massachusetts Bankers Association Annual Convention in Key Biscayne, Florida, Bowman says: “I expect inflation to remain elevated for some time. “My baseline outlook continues to be that inflation will decline further with the policy rate held steady, but I still see a number of upside inflation risks that affect my outlook.”",,2024-05-03 14:28:26+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
9,Stephen,"The latest US jobs data has further fueled expectations of impending interest rate cuts and paints a picture of a soft landing on the economic horizon, says Stephen Innes, managing partner at SPI Asset Management. But if today’s report is revised lower in a month’s time, there be more concerns over the health of the US conomy. Innes says: According to the BLS release on Friday, the US economy added 175,000 jobs in April, a figure that could be deemed within the “Goldilocks zone.” Leading up to the release, there was a subtle and odd uptick in the “whisper” number, consequently, the 175,000 figure was perceived as a wider miss compared to the “official” consensus set at 240,000. Of particular encouragement for the Federal Reserve was the subdued reading of Average Hourly Earnings (AHE). AHE increased by only 0.2% from March (0.2019% when unrounded), falling below consensus expectations. Similarly, the year-over-year (YoY) growth rate of 3.9% was cooler than anticipated. This data should help alleviate concerns about “stagflation” prompted by the headline nonfarm payrolls (NFP) miss, as well as ease worries exacerbated by the Employment Cost Index (ECI) and Unit Labor Costs (ULC) overshooting in the first quarter. While the extent of the headline miss might fuel concerns about a recession, for the time being, 175,000 represents a fundamentally robust pace of hiring. Any significant downward revisions next month alongside another substantial miss may warrant cause for concern.",,2024-05-03 14:11:03+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
10,"James Knightley, chief international economist at ING, agrees that today’s weaker US jobs numbers boost expectations of a September rate cut.","James Knightley, chief international economist at ING, agrees that today’s weaker US jobs numbers boost expectations of a September rate cut. Knightley explains: Job creation was weaker, unemployment higher and wage growth more subdued than expected in the April employment report. With Fed Chair Powell leaning dovish at Wednesday’s press conference this has breathed new life into Federal Reserve interest rate cut calls",,2024-05-03 13:50:14+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
11,Wall Street surges,"Stocks have surged at the start of trading in New York, after traders learned that hiring across America slowed last month. News that the US non-farm payroll only rose by 175,000 in April, weaker than the average monthly gain of 242,000 over the last year, has driven investors into a frenzy of of stock buying. They are excited by the prospect that US interest rates may fall quicker than expected – and putting aside concerns that slowing job creation may show the economy is weakening.
The Dow Jones industrial average, of 30 large US companies, has rallied by 1.4%, gaining 543 points at the open to 38,769 points. The broader S&P 500 index has gained 1.2%. And the tech-focused Nasdaq has surged by 1.9% (interest rate cuts being good for the share price of technology companies).",,2024-05-03 13:27:18+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
12,City traders are also more confident that the Bank of England will cut interest rates this year.,"City traders are also more confident that the Bank of England will cut interest rates this year. The money markets are now pricing in two quarter-point cuts by Christmas – previously, the second cut was not fully priced in. A cut in August is pretty-much priced in (although it could slip to September), with a second expected in November or December.",,2024-05-03 13:21:14+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
13,XTB: US payrolls open the door to a September rate cut,"Today’s jobs report has opened to door to a cut to US interest rates in September, says Kathleen Brooks, research director at brokerage XTB. She report that there has been “a huge movement in US interest rate expectations”, helped by the slowdown in job creation in April. There is now a 50% chance of a rate hike in September, up from 31% in April. Earlier this week there was only 1 rate cut priced in from the Fed for 2024, as we end the week, there are now nearly two cuts priced in. Overall, risk sentiment has been given a boost this week from a less hawkish Fed and payrolls data that is moving in the direction needed for interest rate cuts in the US. The combination of payrolls and the Fed have helped to increase rate cut expectations for 2024, with no chance of a rate hike for this year expected. What a difference a week makes.",,2024-05-03 13:17:29+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
14,Heather,"Today’s US employment report shows a ‘historic jobs market’, says Heather Long of the Washington Post, who cites the low unemployment rate (which rose to 3.9% in April, from 3.8%).",,2024-05-03 13:12:37+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
15,America’s health care system was responsible for almost one in three of the new jobs created in April.,"America’s health care system was responsible for almost one in three of the new jobs created in April. Health care added 56,000 jobs in April, today’s repost shows, out of 175,000 new additions to the Non-Farm Payroll. Employment in social assistance increased by 31,000 in April, while transportation and warehousing added 22,000 jobs, and retailers made 20,000 new hires.",,2024-05-03 13:14:43+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
16,Seema Shah,"While weakening jobs growth may mean lower interest rates soon, it may also signal that the US economy is weakening. Seema Shah, chief global strategist at Principal Asset Management, says: “This is the jobs report the Fed would have scripted. The first downside payrolls surprise in several months, as well as the dip in average hourly earnings growth, will bring the rate cutting dialogue back into the market and perhaps explains why Powell was able to be dovish on Wednesday. Of course, today’s weaker numbers need to mark the start of a new slower trend for multiple rate cuts to seriously be back on the agenda - but, by then, the new fear could be a slowing economy.”",,2024-05-03 13:05:15+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
17,US non-farm payroll: snap reaction,"Reaction to the slowdown in US job creation is flooding in. Richard Flynn, managing director at Charles Schwab UK, says: “Investors will interpret today’s weak jobs report as a sign that demand is slowing in the labour market. Both markets and central bankers have been looking for evidence that disinflation may be ahead, and today’s figures could indicate that the economy is slowing down. In recent months, it has become clear that the Fed is happy to move slowly in the cutting part of the rate cycle, but unwanted and unexpected weakness in the economy, as we are seeing today, may cause a shift in this approach. A dive in the labour market may be what it takes to push the Fed from a stroll to a sprint.” Mahmoud Alkudsi, senior market analyst at ADSS, says: “This is a rare miss for the US jobs market which could potentially spell the end of the ‘higher for longer’ rhetoric we have become accustomed to. This will have surprised the Fed following Wednesday’s decision to hold interest rates further.” “Though the Fed will see this as a step towards getting comfortable with a cut in interest rates, the relative strength of the jobs market remains too high for them to consider a cut before late Q2.” And here’s Neil Birrell, chief investment officer at Premier Miton Investors: “What will the Fed make of this? At last there is evidence of some weakness in the US jobs market. Rate cuts will move back up the agenda as a result and there is little doubt that markets will take this as good news. While we shouldn’t make too much of single data prints, this could be the start of a positive trend for the Fed.”",,2024-05-03 12:50:37+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
18,US wage growth slows,"Wage growth across America has slowed – a blow to workers, but just what central bankers want to see. Average hourly earnings growth slowed to +0.2% in April, down from 0.3% in March. On an annual basis, earnings rose by 3.9%, down from 4%. That means real wages (adjusted for inflation) are still rising (as US inflation was 3.5% in March).",,2024-05-03 12:47:18+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
19,FTSE 100 at new record high,"In London, the FTSE 100 share index has jumped to a new alltime high. The blue-chip share index has rocketed to 8248 points, a new intraday high, mirroring the jump in Wall Street futures. Ocado, the grocery technology business, is up 7%. Takeover speculation continues to push up Anglo American by over 3% too.",,2024-05-03 12:43:55+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
20,"The dollar has tumbled by a cent against the pound, as April’s weak jobs report fuels hopes of an early cut to US interest rates.","The dollar has tumbled by a cent against the pound, as April’s weak jobs report fuels hopes of an early cut to US interest rates. Sterling has jumped to $1.2624, the highest in over three weeks, up from $1.2531 last night.",,2024-05-03 12:33:20+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
21,"US economy adds 175,000 jobs in April, weaker than expected","Newsflash: job creation across the US economy has slowed, news that has weakened the US dollar and driven up share prices. April’s non-farm payroll shows that US employment increased by 175,000 in April, less than the 243,000 expected. That’s a sharp slowdown on March, when an upwardly revised 315,000 jobs were created, while February’s NFP was revised down from +270,000 to +236,000. The report says that job gains occurred in health care, in social assistance, and in transportation and warehousing.
The US unemployment rate has risen to 3.9%, from 3.8%. The report has knocked the dollar, while shares are higher in pre-market trading in New York.",,2024-05-03 12:32:24+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
22,Simon,"Here’s Simon French, chief economist at City bank Panmure Gordon, on today’s disappointing public sector productivity stats (see 10.20am):",,2024-05-03 11:47:18+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
23,,Here’s more details of the shareholder criticism at HSBC’s AGM:,,2024-05-03 11:34:21+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
24,,"Another HSBC shareholder qustions how the bank can claim staff were fully aware of the pensions clawback issue. Q: If that was true, why are there 10,000 people in a Facebook campaign group? And was CEO Noel Quinn fully informed when he was a Midland Bank staff member? Quinn says he was “well aware” of clawback – a reply that is greeted by hoots of derision from the floor of the AGM.",,2024-05-03 11:10:02+00:00,Business,https://www.theguardian.com/business/live/2024/may/03/oil-prices-weekly-drop-us-jobs-market-wages-stock-markets-business-live,The Guardian
25,,"Hiring in the US slowed in April with the workforce adding another 175,000 jobs and wage growth slowing. The news cheered investors hoping that a cooling labor market will prompt the Federal Reserve to cut interest rates – which have been driven to a 20-year high as the US fights stubbornly high inflation. All the major US markets rose on the news. Last month, the labor department reported the US added a revised 315,000 jobs in March, far higher than the 192,000 jobs economists had forecast. April’s figure was lower than forecast and the unemployment rate ticked up from 3.8% to 3.9% over the month but the figures underlined the continuing strength of the jobs market. It was the 40th straight month of job gains in the US and the 27th consecutive month with the unemployment rate below 4% – the longest such streak since 1953. Gains were broad-based, with healthcare, social assistance, transportation and warehousing, manufacturing and construction all adding jobs. The growth in the jobs market has continued even as the Fed has maintained its rates policy. The Fed said this week that inflation remained high and that it did not plan to cut interest rates until it has “greater confidence” that price increases are slowing to the goal of 2%. Jerome Powell, the Fed chair, said the slowdown in price increases was taking longer than expected, but that he expected inflation to “move back down” this year. Wage gains in April – which are also closely watched by the Fed – were also lower than forecast, increasing 3.9% from a year earlier after rising 4.1% in March. “Despite missing expectations, signaling an economic cooldown, the labor market has still maintained a pattern of growth and consumers can be cautiously optimistic that the Fed will be able to successfully lower inflation while also avoiding a recession,” said Steve Rick, chief economist at TruStage. ADP, the US’s largest payroll supplier, reported this week that private sector employment was up 192,000 jobs in the month of April and that annual pay was up 5% year-over-year. “Hiring was broad-based in April,” said Nela Richardson, chief economist at ADP. “Only the information sector – telecommunications, media, and information technology – showed weakness, posting job losses and the smallest pace of pay gains since August 2021.”",,2024-05-03 12:40:37+00:00,Business,https://www.theguardian.com/business/article/2024/may/03/us-april-jobs-report,The Guardian
26,,"A water company that tried to keep secret details of hundreds of thousands of tonnes of raw sewage discharges into the sea has been ordered by an appeal tribunal to release the data in the public interest. Northumbrian Water has repeatedly refused to release details about the scale of raw sewage discharges into the North Sea from an outflow at its pumping station in Whitburn, after a campaigner asked under freedom of information and environmental information regulations. Campaigners say the pollution has been going on for years, but the Environment Agency, Northumbrian Water and the government all dispute their findings. In 2012 the European court of justice ruled the sewage discharges at Whitburn put the UK in breach of its legal obligations to treat wastewater and gave the government five years to remedy the situation.
Steve Lavelle, the vice-chair of the neighbourhood forum in Whitburn, south Tyneside, has been investigating the scale of raw sewage discharges in an attempt to show the pollution is continuing many years after the ECJ ruling. Lavelle said: “We need this information to show this pollution is still going on. We want the data to feed into our neighbourhood plan so that we can provide the details about the capacity of sewage treatment in the area when any future development is proposed. “At the moment they do not have the infrastructure in place to deal with the volume of sewage.” The Environment Agency permit for the plant states raw sewage discharges must only take place during intense rainfall or snowmelt. But data unearthed by Lavelle over many years has exposed what he says is sewage dumping outside periods of intense rainfall. In 2019 when the north-east of England received slightly above average rainfall of 750mm of rain, more than 760,000 tonnes of untreated sewage was discharged from Whitburn Steel pumping station directly into the North Sea, Environment Agency data obtained by Lavelle shows. In 2020, when rainfall was 610mm, within the annual average range, the long sea outfall discharged more than 460,000 tonnes of untreated sewage into the Northumbria Coast special protection area. A year later when rainfall was 660mm, the water company discharged a record high of 821,088 tonnes into the sea.
Lavelle said these discharges contributed to the pollution in the North Sea at Marsden, where there is a beach designated as bathing water, and the pollution to the beaches and rock pools at Whitburn. To retrieve 2022 data, he asked the water company via environmental information regulations and FoI to provide a detailed description of all of the sewage discharge records, the times of discharges and the volumes of sewage discharges. The regulator Ofwat and the Environment Agency are investigating more than 2,000 treatment works across the water network for suspected illegal sewage dumping. The investigations, which are likely to report this year, could impose significant fines or lead to the prosecution of some companies. Citing the investigations as a reason, Northumbrian Water refused to release the 2022 data to Lavelle, saying to do so “would adversely affect the course of justice, the ability of a person to receive a fair trial or the ability of a public authority to conduct an inquiry of a criminal or disciplinary nature”. When Lavelle asked for an internal review, Northumbrian Water argued that to release the sewage data could cause adverse public opinion to influence the regulators as they carried out their investigation. The Information Commissioner’s Office, asked to examine Lavelle’s request, supported the water company and said it was in the public interest for the company to keep the information secret. But after an appeal to the first tier tribunal, the panel found in favour of Lavelle and told the water company it was not satisfied that releasing the information would affect the course of justice.
The tribunal found it was in the public interest to release the information, and the water company had not adequately considered the need for transparency in its refusal to provide the information. “It has been like pulling teeth,” said Lavelle. “They are more intent on closing down my requests for information than being transparent and providing the information which is in the public interest.” Northumbrian Water said in a statement: “We are committed to protecting and enhancing coasts, rivers and watercourses in all areas of our operation and have proactively published a number of industry-leading pledges to generate further improvements. “We have a strong track record when it comes to the environment and have retained the excellent or good rating from the Environment Agency in each of the last three years. We note the tribunal court’s decision regarding the Whitburn pumping station and are considering our next steps.” The ruling came as seven water companies published near-real-time maps of their sewage discharges from combined sewer overflows, which was required under the Enviornment Act. Those companies are Dwr Cymru (Welsh Water), Yorkshire Water, Severn Trent, Northumbrian Water, Anglian Water, Wessex Water and United Utilities.",,2024-05-03 06:00:29+00:00,Business,https://www.theguardian.com/business/article/2024/may/03/northumbrian-water-told-publish-raw-sewage-discharge-data,The Guardian
27,,"Joshua Dean, a Boeing whistleblower who warned of manufacturing defects in the planemaker’s 737 Max, has died after a short illness, the second Boeing whistleblower to die this year. Dean, 45, a former quality auditor at Boeing supplier Spirit AeroSystems, filed a complaint with the Federal Aviation Administration (FAA) alleging “serious and gross misconduct by senior quality management of the 737 production line” at Spirit. In 2018 and 2019, two 737 Max planes were involved in fatal crashes, which killed 346 people. Dean was fired by Spirit last year, and filed a complaint with the Department of Labor alleging that his termination was in retaliation for raising safety concerns. According to the Seattle Times, Dean was hospitalized after having trouble breathing. He was intubated and developed pneumonia and a serious infection before dying two weeks later. “He passed away yesterday morning, and his absence will be deeply felt. We will always love you Josh,” Dean’s aunt, Carol Dean Parsons, said via Facebook. Dean was represented by the same law firm that represented Boeing whistleblower John “Mitch” Barnett. Barnett, 62, was found dead in March from what appeared to be a self-inflicted gunshot wound. Barnett spent almost three decades at Boeing, and told the New York Times in 2019 that he had found “clusters or metal slivers” hanging over the wiring of flight controls that could have caused “catastrophic” damage if they had penetrated wires. He alleged that management had ignored his complaints and moved him to another part of the plant. Last month, another Boeing whistleblower, Sam Salehpour, told Congress there was “no safety culture” at Boeing, and alleged that employees who raised the alarm were “ignored, marginalized, threatened, sidelined and worse”. He said he feared “physical violence” after going public with his concerns. US regulators are now investigating Boeing after a mid-air door-panel blowout in January on a Boeing 737 Max 9. Reuters reported last month that the justice department is now weighing whether Boeing violated an agreement that shielded it from criminal prosecution over the fatal crashes in 2018 and 2019. In the US, you can call or text the National Suicide Prevention Lifeline on 988, chat on 988lifeline.org, or text HOME to 741741 to connect with a crisis counselor. In the UK and Ireland, Samaritans can be contacted on freephone 116 123, or email jo@samaritans.org or jo@samaritans.ie. In Australia, the crisis support service Lifeline is 13 11 14. Other international helplines can be found at befrienders.org",,2024-05-02 21:49:08+00:00,Business,https://www.theguardian.com/business/article/2024/may/02/second-boeing-whistleblower-dies,The Guardian
28,,"Paramount Global’s share price soared on Thursday following a report that Sony Pictures and Apollo Global Management had made a $26bn offer for the troubled media giant. According to the Wall Street Journal, the offer was made on Wednesday by Sony’s chief executive, Tony Vinciquerra, and Aaron Sobel, a partner at Apollo. Paramount’s shares rose 12% on the news. Paramount is home to some of the world’s biggest media assets including Paramount Pictures, CBS, MTV, the UK’S Channel 5 and Australia’s Channel Ten. The movie studio’s blockbuster hits include the Mission: Impossible franchise and The Godfather. But Paramount has struggled with the transition to streaming media and has been riven by internal power struggles. This week Bob Bakish, Paramount’s chief executive and one of the longest-serving media bosses in the US, was ousted amid reports that he had clashed with Shari Redstone, Paramount’s current controlling shareholder, over her plans to sell the company. Paramount has been considering a merger with Skydance Media, a production company led by David Ellison, the producer and son of Larry Ellison, the billionaire tech tycoon. Skydance has backed Paramount movies such as Top Gun: Maverick, but the deal has reportedly infuriated some shareholders who have argued it short-changes shareholders and is too generous to Redstone. Skydance has now increased the amount of money that could go toward Paramount’s balance sheet to $3bn, from $1.5bn. A combination of two of the most famous studios in Hollywood would attract the attention of the Biden administration which has recently displayed a more aggressive stance to big corporate mergers. Federal Trade Commission chair Lina Khan has sued to block several high-profile mergers, including Kroger’s $24.6bn takeover of rival grocer Albertsons, and Nvidia’s $40bn takeover of the chip designer Arm Holdings, a bid that was later abandoned.",,2024-05-02 20:54:54+00:00,Business,https://www.theguardian.com/business/article/2024/may/02/sony-apollo-paramount-offer-share-price-increase,The Guardian
